,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,cluster,CLUSTER
12,-0.24303651807714063,-0.029303645472597152,-0.04108695444333592,-0.1293848493672752,-0.20079269552245638,-0.14030290057204958,-0.004953084958566681,-0.3824158069699408,0.2318545457410342,-0.000799637050119123,1,0,0,0,2,1,0,0,1,2,5,5
13,0.16713152957523764,0.18958698666633927,0.2211136071157109,-0.24224090210208052,-0.0014412045016006236,-0.154316430941184,-0.2098322346834178,-0.14702109281487452,-0.5259491260812683,0.38251325456298035,0,1,2,1,2,2,2,1,1,0,4,4
14,0.004213079388059898,0.2361813196714764,-0.1184405105022024,-0.2862968275359967,-0.22884932350291243,0.15172009369898207,0.12663705750809467,0.11861379460959866,0.18504990442821817,0.05009197948261629,0,2,1,2,0,0,2,2,0,1,-1,-1
15,0.1054527415480361,0.044772843109556676,-0.40055078538632327,-0.0102007140551994,0.11642346779008249,0.22099119623726174,0.39074384671102896,-0.017171261554456238,-0.03002239095587552,-0.16863847931015422,2,2,2,0,0,1,1,2,0,1,-1,-1
16,0.0721968680286453,-0.011738263859191262,-0.07940827923780278,-0.027119014344942093,-0.4060898517525734,-0.3189341965786521,0.13765009850813076,-0.03243931241291388,0.25431210156789275,-0.31309028310701303,2,1,1,1,0,0,0,1,1,1,5,5
17,0.05105991338983311,-0.24109154780683187,0.05265785666289238,-0.2681568121837484,-0.20314490693660647,-0.05915989589214274,0.2799600030555773,0.151601891635534,0.22689734251002927,-0.27068278592375816,2,0,2,0,1,2,0,1,2,2,5,5
18,-0.048951453889133065,0.15341645471771542,0.06626041568351934,-0.12264227809609829,-0.40018898452611623,-0.6409112741973715,-0.1970013998796367,0.042514684680229856,-0.4562349440215785,0.315946854863861,1,2,0,0,2,2,2,1,0,0,4,4
19,-0.04581478043996292,-0.0885574090963089,-0.16728538998350084,-0.180441518826362,-0.1532136221566385,0.13706664480936953,0.3228436956410621,0.09889826548684141,-0.08466823867347201,-0.13759919228268025,2,1,1,2,1,0,2,2,0,2,-1,-1
20,-0.04997015558163172,0.34084797406966005,-0.552226944232575,-0.2116353196321895,0.025920039631731964,0.12233905925821237,0.13157498874189927,-0.10316348222674822,0.21143000437918108,-0.15224828082399278,1,1,2,2,0,0,1,1,0,2,-1,-1
21,0.21373524963545182,0.12013656751563884,0.0545734239244022,-0.05667120679787921,-0.20520765422138906,-0.27856309277850566,-0.022343210546459213,-0.1678741131329469,0.32881221195051696,-0.08222039519802805,2,0,2,0,1,1,0,2,1,1,5,5
22,0.08833532847615666,-0.07679073349468303,0.017535359419665428,-0.09383097834406867,-0.3198810849573578,0.08440919178957598,-0.03904437716518426,0.1679316351294459,0.19779778110376323,-0.1276132826431374,1,1,2,0,2,0,0,2,0,2,5,5
23,-0.16488931480676294,0.07280150896890977,0.3166950583146833,-0.13251150833574366,-0.42523338891249013,-0.1544843064133829,-0.15332631174027628,0.01548119888750435,-0.14938213454542015,0.14762574275701412,2,1,1,0,1,2,2,1,0,1,5,5
24,-0.056111518807584304,0.16913048240367448,0.4248062114047231,-0.2479764071044513,-0.29861642527299104,-0.29307715794544137,-0.21316534794086303,0.029685560095362162,-0.3891444452494152,0.15564706871378386,1,2,2,0,2,2,1,1,1,0,4,4
25,-0.1987094292191438,0.011810950105620638,-0.17175100837392696,-0.18205995470938718,0.02120598852100611,-0.2202780993023377,0.0933791577983847,0.12125398293122851,0.17134402123409603,-0.29232019769035855,1,2,1,2,0,0,2,1,0,1,-1,-1
26,0.2565107752277393,0.09936811127546584,-0.22183349379737585,0.028544938889102665,-0.18415748582512706,-0.24941086045381106,0.12019323914793464,-0.20247340555817211,0.3198466362436624,-0.46174615601289903,1,0,1,0,2,0,0,0,1,1,5,5
27,-0.1217238128846092,0.12225467489406677,0.3331064495272712,-0.2776121005746321,-0.034063476461876935,-0.22734956722383076,-0.22699426439594167,-0.061146548064407134,-0.3740959740986206,0.1312472642835103,0,2,0,0,1,1,1,0,1,0,4,4
28,0.002160626617219469,-0.21969956282293132,-0.11507008032342382,-0.08249279431095573,-0.2810347867399267,-0.24783506324792537,-0.11426269176626096,-0.0693626471350122,0.22341658726778288,-0.1296512319755568,1,0,1,1,1,2,0,2,0,1,5,5
29,-0.1457333881961771,0.12536052552986593,0.18604224426822186,-0.1839650896442325,-0.19106363850592173,-0.3642254901630778,-0.11921191613921867,-0.2795060035023394,-0.2406180840958031,0.23233067650861708,0,2,2,1,1,1,1,0,1,0,4,4
30,-0.17676032616140466,0.014053429481284685,-0.006382580795976089,-0.14066252225331147,0.11965655590669873,-0.0070454414787708974,-0.013671983221917927,0.08288289331323605,-0.012917279889754989,-0.1432941400067962,0,2,1,2,0,0,1,1,1,2,-1,-1
31,-0.15051508819299683,-0.029199614960306586,0.13985523179225018,0.09410067087366666,-0.013870148604875232,-0.20000785320791162,0.06994195064132845,0.08290476340642486,0.23409366604563284,-0.30374367690335935,2,1,1,2,0,0,0,0,0,0,-1,-1
32,-0.061333947756083765,0.12877816312510926,-0.2812654317194887,0.08378659976021731,0.011375186704027193,0.1384099028062736,-0.013354509421202393,0.08182039439712727,0.015962823073740917,0.020865590975416293,0,1,1,2,1,0,0,1,2,2,5,5
33,0.06936550801964751,-0.1309018927650768,-0.0808854849761129,-0.14750578775169876,-0.20755948432135554,-0.20199948185793654,0.14844002198524137,-0.38039409724664897,0.039663735053657584,0.017021540551584613,2,1,0,1,1,1,0,1,1,2,5,5
34,-0.07734024083886346,0.1774417380829597,0.09655745680082001,-0.024443211971388712,-0.013237154231935222,-0.10583992650082541,-0.292863404714641,0.14041437837884602,-0.3922913805614059,0.22390628179411567,0,2,1,0,2,1,2,0,0,0,4,4
35,-0.05749862066045471,0.20404918307145625,-0.3374934063740819,-0.044609095891294574,0.005164936037701157,-0.1606961087953505,0.415693200911157,0.03292926974548141,0.015370341048737187,-0.06490705134750421,1,2,2,2,0,1,2,2,0,0,4,4
36,-0.005959645993774536,0.020583398217124585,-0.2343621068344626,0.11353926430497034,-0.023616223814529054,0.19525837906507099,0.03389183749911885,0.27641747940946915,0.1101031532840934,-0.2058482420264574,1,2,0,2,0,0,1,0,1,1,-1,-1
37,-0.11798828653668077,0.2221114494841216,-0.18887148888280722,0.25255924106991257,0.1216999039167631,-0.05080621459236917,0.20879859172866874,0.17634706026089836,0.18088380478064428,-0.11453474772619004,0,0,1,2,1,0,1,2,0,2,-1,-1
38,-0.2548271880834878,0.25070242853720026,0.24684090028074498,-0.18033573508325096,0.03593158793499493,-0.22191664288813945,-0.22986550073736858,0.14222146767130625,-0.3907229622935983,0.19749465234454036,0,1,1,1,2,1,2,0,1,1,4,4
39,0.23673972200809654,-0.06359756107660892,0.09325801724910454,0.049962138213306154,-0.19060883656278046,-0.3261076201434929,-0.03019200105681491,-0.2646509621224241,0.5964600437467579,-0.21878899866577844,1,0,1,0,2,1,0,2,2,1,5,5
40,-0.15775739951252116,-0.07094544612960636,-0.12270486000393754,-0.23320817131323596,-0.28657861437795434,-0.12442047828339498,-0.1043858091297663,-0.07742126805335615,0.27475320236703477,-0.03820787092802007,0,1,2,1,1,0,1,1,0,2,5,5
41,-0.18740862374354067,0.053732955129587395,-0.34610566314710656,0.08071154120165745,-0.05594682590580044,0.14635490636895285,0.16120893413442952,0.1155876364738998,0.23444075347050272,0.026170507326374534,1,2,2,1,0,0,1,1,0,2,-1,-1
42,-0.19556222681728158,0.12544134790727243,0.17500688254242536,0.045150994595473365,-0.19792947828944493,-0.293574227568286,0.11934481326971119,-0.13647134995621957,-0.17191375095215405,0.5586210032820014,0,1,0,0,0,2,2,0,1,0,4,4
43,-0.016420596616971525,-0.11128079575850902,0.08569391655569372,-0.1762493112413341,-0.16727491828627059,-0.3315483923183873,-0.04563488896995785,-0.23374969260016393,-0.18612915084481854,-0.02787299019883399,1,1,2,0,2,2,2,0,0,0,5,5
44,-0.0935682110326388,0.22561613730092578,-0.19490275147585578,-0.05544181735739653,-0.2845410698459276,-0.023676771561388033,-0.04004762477940502,-0.059552200127322166,-0.03536710555256629,-0.18147006762194845,0,1,1,2,1,0,2,1,1,2,5,5
45,0.022737151763560767,-0.009522407711504241,0.006361847038407864,-0.15525884299813503,0.017909358201173828,0.2503321756448033,0.130868196371207,0.39878278023709446,0.014865799938061666,0.0022661945938999006,1,1,1,1,1,0,2,1,1,0,-1,-1
46,-0.03269179466095756,0.09137806767414285,0.335982519665875,0.1052475653798228,-0.14033193597796972,-0.2271997489281838,0.06277620904052644,0.01595350514903081,-0.380483275840356,0.0867170234152197,0,2,2,0,2,2,2,0,0,0,4,4
47,0.012337459987500993,-0.17237699766589928,-0.09253538761810731,0.06410178640536061,-0.26947293863416644,-0.4913441895054822,0.10582245040554872,0.020357095227999944,0.268172661817636,-0.2164609390532743,2,1,2,1,1,1,0,1,1,1,5,5
48,0.18189288870728756,0.02014721365307104,-0.3192245587256759,0.11686789122618078,-0.1727071719030211,-0.06930843957807245,0.23617776047542144,0.13568055183817004,-0.2600264049029191,-0.14535068515945332,1,0,1,2,1,0,1,1,2,2,-1,-1
49,-0.2609025661256685,-0.16973751644436935,0.2473460488476163,-0.27900026290076424,-0.3591325961749676,-0.2403741444226393,-0.11608504778857232,0.08672972993372505,-0.3111743015335476,0.4056336861154132,0,2,1,0,1,1,2,0,1,0,4,4
50,-0.11849623219597775,0.11791208257740085,-0.40097664183363746,0.02722300677464122,0.008649231920519113,0.05197570447788157,0.04555875784825371,0.339948126229497,0.14514594832992891,0.10807634440692011,2,1,2,0,0,0,1,2,2,1,5,5
51,-0.20527303726391588,0.03098356911438334,-0.1125315720666785,-0.3264484837107615,-0.15015549194981542,0.22156260486569782,0.10338363884743547,0.04755753673038182,-0.1040342670126845,-0.12744437815886323,0,2,0,1,1,0,0,2,1,1,-1,-1
52,-0.18775189295658304,-0.012333506246465746,-0.051769507505091905,0.1311694404872213,-0.3383116746998696,-0.26994892131302617,0.25463219168246937,-0.2522380460986243,0.3908288505651772,-0.13883100642469068,2,0,1,1,0,1,1,1,1,2,5,5
53,0.15239355915534908,0.029899788168415115,-0.03745620066454361,0.08864557902551196,-0.14013940114425072,-0.2848256665448366,0.08115016924395058,0.022144825616705235,0.052826564213130645,-0.09109618130785364,1,1,1,1,2,0,0,0,2,0,5,5
54,-0.09241372382549407,0.19337316375295432,-0.27107694322309966,-0.21682899345462575,0.25410998760995096,0.07493285567222416,0.171754494154098,0.18258255834180745,0.23671889668901266,0.014133035726790338,2,0,0,2,0,0,2,2,2,1,-1,-1
55,-0.011097568879816654,0.12376269970553937,-0.14830353492610557,-0.10213869524775233,-0.08933854911404106,0.31040090971012435,0.21910460810142035,0.11053823149129387,0.04462654850962499,-0.14667200074988485,2,1,0,0,2,0,2,2,0,2,-1,-1
56,0.0667365505710866,0.08178949943521953,-0.10309271332273524,0.15693607740759485,-0.3440215553910867,-0.04089952582072082,-0.03287777115396645,0.0030174528810768125,0.19702199239364887,-0.3177320470920129,2,0,1,0,1,2,0,1,2,1,5,5
57,-0.10531543090257471,0.19348801446171937,0.25821628791641194,-0.22473422782479227,-0.33815733598144937,-0.2650027878800657,-0.19633349841042197,-0.19160108140980808,-0.25673291496472717,0.3980157748550356,0,2,2,1,2,1,2,0,1,0,4,4
58,-0.03913058011131891,0.11476615211246612,-0.20887796566371525,-0.2603098554788203,0.005835988360791938,-0.11297735277201357,0.42256820934992034,0.08940637813771538,-0.006886501071231163,-0.11604368007347342,1,1,2,2,0,0,2,2,1,2,2,2
59,0.1172949540819236,0.00019321723524248768,0.13850138942058632,-0.34990535618875873,-0.19910570880515813,-0.14627984305937458,-0.19338967757875297,-0.22039977762004534,-0.4630302895455697,0.2970160344846851,0,2,1,2,1,2,1,0,1,0,4,4
60,0.1614227463117669,0.18976773017610124,-0.17495501017890147,0.12083760447498017,-0.2792426217082148,0.05057919064802786,-0.05001711585414059,0.23717575437057287,0.2828859635497532,-0.23587708372962668,0,1,1,0,0,0,1,1,2,2,5,5
61,0.17858345255182603,-0.10795229422949616,-0.3370492816260101,-0.11981090616231382,-0.06989025650650245,0.01890064948854081,0.17255441861510354,0.05055751069013116,0.26985519133084385,-0.14131978973744333,0,2,1,2,1,1,1,2,0,2,5,5
62,0.04849431849431961,0.18388587968340897,-0.018482596021665583,-0.09944149354429227,-0.3694353443961659,-0.10592915882399023,0.34023761069714775,-0.03431811973176836,0.3540215260180464,-0.14468586736834615,2,0,0,0,1,0,0,1,2,0,5,5
63,0.3332560137074885,-0.14520341698026773,-0.1757459702428574,-0.16091641423659048,-0.5181845664783853,0.02822893575470159,0.24098342287512636,-0.04944161132275131,0.15905819561989754,-0.4466265256793748,2,0,1,0,1,1,0,0,2,1,5,5
64,-0.2206711427796213,0.04875697377549018,0.2103048651181414,-0.09868667071794376,-0.17689280084528614,-0.4061910905060888,-0.3654605418330139,-0.013032287751833606,-0.4836997917475167,0.06359605976326033,0,1,1,1,2,2,2,0,0,1,4,4
65,-0.06441471213360406,-0.18145173584069194,0.10208288024406839,0.029711848960647186,-0.3597962124811904,-0.3067718180459159,-0.08539433247075988,-0.132683136418328,0.2938039178975529,-0.28413168176414605,1,1,1,1,0,1,0,2,1,2,5,5
66,0.2590718791202352,0.28999417434816155,0.06324032907906854,-0.16617320149201617,-0.19519039348755085,-0.3125849796499617,-0.25698049119671257,-0.14002734304472686,-0.14982876397090905,0.01910855604366643,2,1,2,0,2,1,1,2,2,0,5,5
67,0.5029755259553207,-0.2835993353670263,0.18183809309337381,-0.03578374510944683,-0.1335350652042414,-0.11348397857282327,0.13170503627605848,-0.06311364953241577,0.4448413480428255,-0.100718491705859,1,0,1,0,1,2,0,2,1,0,5,5
68,-0.15430959923727877,0.23891626249257492,-0.020491806293491177,-0.47090381401455317,-0.5284482459580179,-0.4132174364979958,-0.24766174757864534,-0.04532704095387707,-0.3002601063195848,0.29710311636675846,0,1,1,2,2,2,2,2,0,0,4,4
69,-0.246205211344251,0.08667653698080757,-0.24533207100790505,-0.29183127324729746,-0.026840144688940172,-0.11313775364266818,0.1465261668230722,0.37177777840178167,0.08945102398990623,0.08879610347000623,0,0,1,1,1,0,1,1,2,2,-1,-1
70,0.20273179644183362,-0.41113010425056173,-0.21590123890313356,-0.20001976284864986,-0.11341247000674264,-0.21722763820818075,0.059516884031043285,-0.07861749264228689,0.15116521921017095,-0.022216398118825753,2,0,2,0,1,1,0,2,2,1,5,5
71,0.13715832635316955,0.06269649601733426,0.12196818392114772,-0.29654356914705304,-0.03695781073405999,-0.2650899413338498,0.37821865046768205,0.014835292354299687,0.4130415898004818,-0.22207245120827945,2,2,0,0,1,2,0,0,1,1,5,5
72,0.06436303817655899,0.07428361624085464,-0.1899991295606852,0.11249897827388163,-0.18999796358108295,-0.21683694632753153,0.1605352605323779,-0.1080621288928992,-0.0265987970994859,-0.05158815455934171,2,0,1,1,2,2,0,0,2,1,5,5
73,-0.08867152534081468,-0.11253818587782939,-0.48369622139587937,-0.29284277362127586,-0.2290099415480364,0.2950446072473236,-0.055464462237469786,0.07539248104731777,0.11648279066402048,0.05202856999799625,2,1,0,2,0,0,2,2,1,2,-1,-1
74,-0.3786213498901737,-0.025156672083710183,-0.18649357434910768,-0.09969559891985423,-0.03786404582810797,-0.04480931665676713,-0.034257422349992045,0.02213335244460858,0.19801637604099653,0.12888036517900542,1,1,1,2,1,0,1,2,2,1,-1,-1
75,0.03973090227387353,0.11165686684392978,0.38039454114404525,-0.20485735652830478,0.04019127124046956,-0.38720098774207634,-0.31278789311946154,-0.17164805333735594,-0.318621540942424,0.24879549087706204,0,2,1,1,2,2,2,1,0,0,4,4
76,-0.14191728072768967,0.2563366698326977,-0.1547301133175591,-0.27717724022603496,0.05572907125162642,0.2327816487283194,0.10670554717916966,0.2161915043172197,0.13254972800399578,-0.02106578011176804,2,2,2,2,0,1,2,1,2,1,5,5
77,-0.12313848533525609,0.1318222456697499,0.05001453238566869,0.26211215815669675,-0.12118094180979712,-0.3058567334083031,0.19246531904696262,0.10020757879981818,-0.11045311684919082,-0.20177997947777837,1,1,2,1,0,1,0,1,2,2,5,5
78,-0.23960802082098137,0.13687088816024234,-0.33704586646558243,-0.14200231011926479,-0.22224642481308493,0.01934215658109857,-0.133837392089331,0.2560533936802379,0.25615137331907545,-0.10260976703534097,0,0,0,2,1,0,2,2,0,1,-1,-1
79,0.1209689655184695,-0.2041256567829966,0.04216599623193773,0.05564298472123781,-0.08868564154742373,0.11419221526428804,0.029979195383053173,0.4267225062573522,0.2665091228023552,-0.06010653577953548,1,2,1,1,1,0,1,2,1,1,-1,-1
80,-0.02190239934942207,0.35494553319694677,0.15057850809497833,-0.12870805215717945,-0.12951608627393812,-0.30334552277233195,-0.2135776530151357,-0.22526465725824088,-0.2458474150169425,0.2313666691774387,0,1,2,1,2,2,2,0,0,1,4,4
81,-0.08617334253367254,0.0925556851498168,-0.3805606607689266,-0.14883997645442923,-0.3208014455977332,0.11451658369349589,0.47666528884522313,0.1423748376275535,0.23808853380734438,-0.05447689649025873,0,1,0,2,0,1,1,1,2,2,-1,-1
82,0.05867013006644302,0.1974395491509371,-0.2843948082944816,0.04801762574338801,-0.15960423992673087,0.15889443799418596,0.26760848030012213,0.38312738654694095,-0.07722673979584893,-0.17640835511368952,2,2,2,1,0,0,2,2,2,1,5,5
83,0.13117019053030365,0.2642378712460539,0.26304872370046994,0.07727147168132592,0.09841523118646658,-0.5003572926445882,-0.1610057791106087,-0.05652674405280755,-0.08493214076724337,0.35896726156913794,0,2,1,1,2,2,2,0,1,0,4,4
84,0.29835593068245714,-0.05865046051662495,-0.2736525105209143,0.10873126579257611,-0.28281699028462015,-0.10093020107009223,0.12125820034654752,-0.13587114369601702,0.5098002673519508,-0.44783193347695804,2,0,0,1,1,2,0,1,1,1,5,5
85,-0.1272956489614721,-0.12936484518088648,-0.043478351809478594,-0.21471528056463415,0.006406302553923118,0.08285246751749022,0.14184965677963535,-0.049159329898971496,0.11419441563653152,-0.00773678635687957,0,0,2,0,2,0,1,2,1,2,5,5
86,0.06574954861140105,-0.08162218398614299,-0.04992646226016319,0.05765219617375425,-0.5050121038545995,-0.3064601534532668,0.1165387451097693,0.0582309391140898,0.513138995318779,-0.3557080610878207,2,1,1,0,1,1,0,0,2,1,5,5
87,-0.37488305392019416,0.24305689685798362,0.18520599583167474,-0.3019266263660923,-0.4500603954067931,-0.18814574021567748,-0.1580171765453786,0.13323972267005155,-0.24827691472426425,0.06804290976533384,0,2,0,0,2,2,1,1,0,0,4,4
88,0.2096513218134401,-0.16676760528304177,-0.21665374757522607,-0.10289771625001018,-0.1577522335368993,-0.15669653040136158,0.12078871643643052,0.07764945347228455,0.1963567341849961,0.03759498232039221,2,0,2,0,1,2,0,2,1,1,5,5
89,0.19486914984689582,0.14305309234712413,0.5091505159883565,0.1773990810733669,-0.29846673701975934,-0.0286145805415135,-0.5213272431591949,-0.09531783988224317,-0.3674016005919247,0.27589611924032864,0,1,1,1,1,1,1,1,0,1,5,5
90,-0.04329331779879869,-0.06454051271986253,0.07691004749303162,-0.07224760121625046,-0.24165844500265984,-0.2620817556449509,0.02169350034548688,-0.040538371202883304,0.5425356092400483,-0.2792949502669009,2,1,1,0,0,2,0,1,2,1,5,5
91,0.04155282266153819,0.08949233568621834,0.21954137952097416,-0.07092766560201463,-0.2155883309649581,-0.03296197283157584,-0.26926787937706875,-0.12997560970822958,-0.021990340733334418,0.2981680542766154,0,0,2,0,2,2,2,0,2,1,4,4
92,0.0947159815835232,0.12184722650225727,-0.11816404588385762,-0.062136035848650024,0.04287831257229874,0.07528375512875242,0.2105994768533243,-0.000750531271677804,0.22073491529145606,-0.1308755951120334,0,2,0,2,0,0,0,2,2,2,5,5
93,-0.13603182369394504,0.302619542164979,0.21537487769972335,-0.23986886190656664,-0.11429239425013799,-0.34580851369334786,-0.018980601301414934,0.23902778798869975,0.017154776895172752,0.0685594213023151,0,2,2,1,1,1,1,0,1,1,5,5
94,-0.074744720094099,0.04054894285364302,-0.16027263359495209,-0.07272936819950104,0.18378469421557098,0.3968460300723571,-0.022033547809706205,-0.039081442045870426,0.10056487494575367,-0.18118428192692415,1,0,2,0,1,0,1,2,2,2,-1,-1
95,0.3304985662740393,0.04719079671760498,-0.12916939067873884,-0.08967028315517223,0.05238008310117043,0.13454235463548558,0.32572430069424657,0.03501142992029388,-0.14361430029338437,0.20170262647067766,2,1,1,2,0,0,2,2,1,1,-1,-1
96,0.10974545031506042,0.08670110350312514,0.10213758903308875,0.2016487819627797,-0.25265108641903855,-0.23750549974480345,0.2546834934318639,-0.15727604072749274,0.09399568184462193,-0.2737148845005646,2,0,0,2,0,1,0,1,1,2,5,5
97,-0.049966919562607855,0.11867265176450051,0.12982602256067066,0.0859323776576682,-0.32988526858573275,-0.14598630886721958,0.00714195422087327,-0.12379753451104314,-0.5578980073385764,0.003516933810106676,1,2,0,1,1,1,1,0,1,1,4,4
98,0.10809492666603582,0.03713089272152108,-0.09157016218220194,-0.09758714268717562,0.03367681208486434,0.35237295176011274,-0.19854289525412377,0.13942985459233811,-0.11900951739212484,-0.1546063654380975,1,1,1,2,0,0,2,2,1,2,-1,-1
99,0.16509371760248262,0.04524281653064549,-0.08465086129690647,-0.20034290618970596,-0.31910613273490046,-0.07891079841404033,0.3583665196216674,-0.2833713532693833,0.059634028486437896,-0.357193874175157,1,0,2,0,0,1,0,1,2,2,5,5
100,0.07555598558828876,0.2754534259647017,-0.07394460822499638,-0.0989790793065118,-0.220673608719947,-0.08483936531300446,-0.050328060762891286,0.20808736299163286,0.22300452575421517,-0.1423126726835584,1,1,2,2,0,0,1,1,2,2,5,5
101,0.022165487989490303,0.25620314944865236,0.22823323454900016,-0.043594235557945324,-0.40037727169227877,-0.23162425135236234,-0.3091055253436369,-0.05835631082013848,-0.2100490899368676,0.3823811175659431,1,2,0,1,2,2,2,1,0,0,4,4
102,0.0395239646582551,0.3907473120753584,0.1714336068949272,-0.04104058756835958,-0.4645373861783433,-0.13546697944963346,-0.30197935388023667,0.009756036309281721,-0.5316406478827659,0.25271038970749093,0,2,2,2,1,2,2,0,1,0,4,4
103,-0.07378282270955516,0.16964073569863056,0.10395943710480576,0.08752878142950923,-0.2775339304684574,-0.13210332948746886,-0.3786064969367251,-0.08183790547213794,-0.21133319706844328,0.23366974875853785,0,2,0,1,2,2,1,0,0,2,4,4
104,0.06137492130454811,0.39539693584746616,0.33542982183310255,-0.05181524911040191,-0.1458188095730128,-0.09628600670247739,-0.383757229554795,-0.052296931840928776,-0.363509358520794,0.1369979719652556,0,2,1,1,2,1,1,1,0,0,4,4
105,0.05207708487920683,0.06340106661927687,0.15679855712631655,-0.12410105153983528,-0.13166017290390514,-0.45244513675689724,0.052301836607545366,-0.20518806873073164,-0.41527303430484525,-0.014610697128755512,1,1,2,1,1,2,2,1,0,0,5,5
106,0.2346575803380189,0.011403608332809716,-0.20747663177708206,0.205371453634431,-0.21980196872729427,-0.1675756683335101,0.21450751551039843,0.2427123053389911,0.5273242396325951,-0.16924108687143602,2,0,1,0,0,1,0,2,1,2,5,5
107,0.1334588712531292,-0.27842381765486685,0.06175227176529277,0.03618887828787569,-0.1038372486563278,-0.39461204288134416,0.23794486031114842,-0.06370232856153346,0.07136682449811718,-0.13821863789725297,0,2,0,1,0,1,0,1,2,2,5,5
108,0.05084736164438278,-0.3924054918619105,0.06646838708537578,-0.14216397762914568,-0.19472851001052402,-0.06667672870154927,0.357605549401918,-0.3586050587330655,0.19738311173750772,-0.3937888522785804,2,0,2,0,1,1,0,1,1,0,5,5
109,-0.011784474729617772,0.060762376938826926,-0.36878830479247393,-0.18237935787150295,-0.2909348160058744,-0.29988296443745827,0.6848884460937372,-0.23439473768651503,0.24063771387774827,0.03920246018677248,2,0,1,0,1,1,0,1,2,1,5,5
110,0.008887371001484137,0.28939854834922607,-0.09766366847806214,-0.23030456650793713,0.15217007816242806,0.08742196312314511,0.33177725204754027,0.33020823501091734,-0.047458063040556546,-0.11346546694415471,0,1,2,2,1,0,2,2,1,2,4,4
111,0.0039770067120597705,0.35188403551558944,0.13304840869916432,0.03935319574619747,-0.15360228328127706,-0.2885917984028904,-0.05188329285911031,-0.3113851255903024,-0.2837603211859866,0.24895737400818554,1,2,2,0,2,2,1,1,2,0,4,4
112,-0.059152298349436826,0.11464834049235631,-0.1505364326389602,-0.23650378030615782,-0.1755712147851537,0.0009576863271189562,0.12226935762664226,0.09968929229964117,0.08971530517047882,-0.2208754857137487,1,0,2,1,0,0,1,2,2,1,5,5
113,-0.14238438530089045,-0.07306768709915279,-0.2593458986633551,-0.1768560913425964,-0.3351471282240376,-0.2621313301302624,0.0678746115376867,0.07673698632316822,0.33305258140194466,-0.39622652675509085,2,0,0,0,2,2,0,1,2,0,5,5
